utc,forecast_MWh
20200819T19Z,2681
20200819T18Z,2580
20200819T17Z,2484
20200819T16Z,2388
20200819T15Z,2268
20200819T14Z,2131
20200819T13Z,1995
20200819T12Z,1896
20200819T11Z,1884
20200819T10Z,1935
20200819T09Z,2032
20200819T08Z,2167
20200819T07Z,2431
20200819T06Z,2683
20200819T05Z,2945
20200819T04Z,3129
20200819T03Z,3264
20200819T02Z,3392
20200819T01Z,3471
20200819T00Z,3419
20200818T23Z,3346
20200818T22Z,3251
20200818T21Z,3151
20200818T20Z,3033
20200818T19Z,2893
20200818T18Z,2772
20200818T17Z,2657
20200818T16Z,2552
20200818T15Z,2444
20200818T14Z,2303
20200818T13Z,2161
20200818T12Z,2066
20200818T11Z,2069
20200818T10Z,2139
20200818T09Z,2252
20200818T08Z,2419
20200818T07Z,2595
20200818T06Z,2871
20200818T05Z,3177
20200818T04Z,3383
20200818T03Z,3543
20200818T02Z,3686
20200818T01Z,3748
20200818T00Z,3679
20200817T23Z,3590
20200817T22Z,3452
20200817T21Z,3302
20200817T20Z,3144
20200817T19Z,2975
20200817T18Z,2820
20200817T17Z,2674
20200817T16Z,2521
20200817T15Z,2347
20200817T14Z,2193
20200817T13Z,2078
20200817T12Z,1991
20200817T11Z,1989
20200817T10Z,2057
20200817T09Z,2145
20200817T08Z,2259
20200817T07Z,2737
20200817T06Z,3036
20200817T05Z,3349
20200817T04Z,3590
20200817T03Z,3759
20200817T02Z,3915
20200817T01Z,3956
20200817T00Z,3855
20200816T23Z,3699
20200816T22Z,3507
20200816T21Z,3300
20200816T20Z,3091
20200816T19Z,2878
20200816T18Z,2674
20200816T17Z,2473
20200816T16Z,2267
20200816T15Z,2071
20200816T14Z,1964
20200816T13Z,1941
20200816T12Z,1973
20200816T11Z,2034
20200816T10Z,2120
20200816T09Z,2250
20200816T08Z,2419
20200816T07Z,2592
20200816T06Z,2819
20200816T05Z,3031
20200816T04Z,3190
20200816T03Z,3332
20200816T02Z,3430
20200816T01Z,3427
20200816T00Z,3309
20200815T23Z,3153
20200815T22Z,2980
20200815T21Z,2833
20200815T20Z,2685
20200815T19Z,2538
20200815T18Z,2395
20200815T17Z,2264
20200815T16Z,2107
20200815T15Z,1947
20200815T14Z,1842
20200815T13Z,1813
20200815T12Z,1791
20200815T11Z,1807
20200815T10Z,1853
20200815T09Z,1943
20200815T08Z,2089
20200815T07Z,2240
20200815T06Z,2431
20200815T05Z,2607
20200815T04Z,2697
20200815T03Z,2761
20200815T02Z,2853
20200815T01Z,2876
20200815T00Z,2794
20200814T23Z,2703
20200814T22Z,2625
20200814T21Z,2552
20200814T20Z,2478
20200814T19Z,2406
20200814T18Z,2337
20200814T17Z,2274
20200814T16Z,2205
20200814T15Z,2114
20200814T14Z,1987
20200814T13Z,1843
20200814T12Z,1739
20200814T11Z,1712
20200814T10Z,1733
20200814T09Z,1806
20200814T08Z,1913
20200814T07Z,2064
20200814T06Z,2258
20200814T05Z,2455
20200814T04Z,2551
20200814T03Z,2601
20200814T02Z,2665
20200814T01Z,2674
20200814T00Z,2591
20200813T23Z,2529
20200813T22Z,2473
20200813T21Z,2434
20200813T20Z,2391
20200813T19Z,2339
20200813T18Z,2305
20200813T17Z,2275
20200813T16Z,2234
20200813T15Z,2164
20200813T14Z,2034
20200813T13Z,1863
20200813T12Z,1735
20200813T11Z,1694
20200813T10Z,1711
20200813T09Z,1778
20200813T08Z,1861
20200813T07Z,2033
20200813T06Z,2224
20200813T05Z,2421
20200813T04Z,2533
20200813T03Z,2590
20200813T02Z,2660
20200813T01Z,2675
20200813T00Z,2606
20200812T23Z,2545
20200812T22Z,2502
20200812T21Z,2472
20200812T20Z,2431
20200812T19Z,2375
20200812T18Z,2331
20200812T17Z,2284
20200812T16Z,2223
20200812T15Z,2133
20200812T14Z,2005
20200812T13Z,1866
20200812T12Z,1753
20200812T11Z,1721
20200812T10Z,1749
20200812T09Z,1813
20200812T08Z,1900
20200812T07Z,2084
20200812T06Z,2287
20200812T05Z,2503
20200812T04Z,2637
20200812T03Z,2736
20200812T02Z,2827
20200812T01Z,2851
20200812T00Z,2782
20200811T23Z,2714
20200811T22Z,2656
20200811T21Z,2610
20200811T20Z,2554
20200811T19Z,2479
20200811T18Z,2417
20200811T17Z,2356
20200811T16Z,2276
20200811T15Z,2164
20200811T14Z,2029
20200811T13Z,1898
20200811T12Z,1799
20200811T11Z,1780
20200811T10Z,1817
20200811T09Z,1916
20200811T08Z,2096
20200811T07Z,2326
20200811T06Z,2580
20200811T05Z,2856
20200811T04Z,3042
20200811T03Z,3188
20200811T02Z,3316
20200811T01Z,3352
20200811T00Z,3270
20200810T23Z,3162
20200810T22Z,3041
20200810T21Z,2922
20200810T20Z,2794
20200810T19Z,2654
20200810T18Z,2525
20200810T17Z,2416
20200810T16Z,2303
20200810T15Z,2161
20200810T14Z,2011
20200810T13Z,1879
20200810T12Z,1769
20200810T11Z,1737
20200810T10Z,1764
20200810T09Z,1827
20200810T08Z,1979
20200810T07Z,2176
20200810T06Z,2391
20200810T05Z,2590
20200810T04Z,2669
20200810T03Z,2750
20200810T02Z,2789
20200810T01Z,2742
20200810T00Z,2608
20200809T23Z,2484
20200809T22Z,2372
20200809T21Z,2287
20200809T20Z,2215
20200809T19Z,2134
20200809T18Z,2053
20200809T17Z,1951
20200809T16Z,1813
20200809T15Z,1676
20200809T14Z,1605
20200809T13Z,1620
20200809T12Z,1620
20200809T11Z,1637
20200809T10Z,1674
20200809T09Z,1734
20200809T08Z,1845
20200809T07Z,2035
20200809T06Z,2194
20200809T05Z,2348
20200809T04Z,2435
20200809T03Z,2529
20200809T02Z,2597
20200809T01Z,2608
20200809T00Z,2534
20200808T23Z,2460
20200808T22Z,2389
20200808T21Z,2343
20200808T20Z,2302
20200808T19Z,2239
20200808T18Z,2167
20200808T17Z,2078
20200808T16Z,1944
20200808T15Z,1787
20200808T14Z,1697
20200808T13Z,1692
20200808T12Z,1684
20200808T11Z,1702
20200808T10Z,1745
20200808T09Z,1815
20200808T08Z,1945
20200808T07Z,2106
20200808T06Z,2289
20200808T05Z,2450
20200808T04Z,2515
20200808T03Z,2576
20200808T02Z,2659
20200808T01Z,2652
20200808T00Z,2579
20200807T23Z,2507
20200807T22Z,2470
20200807T21Z,2444
20200807T20Z,2409
20200807T19Z,2364
20200807T18Z,2317
20200807T17Z,2267
20200807T16Z,2201
20200807T15Z,2107
20200807T14Z,1982
20200807T13Z,1849
20200807T12Z,1741
20200807T11Z,1709
20200807T10Z,1721
20200807T09Z,1779
20200807T08Z,1884
20200807T07Z,2083
20200807T06Z,2266
20200807T05Z,2457
20200807T04Z,2555
20200807T03Z,2639
20200807T02Z,2717
20200807T01Z,2753
20200807T00Z,2693
20200806T23Z,2649
20200806T22Z,2605
20200806T21Z,2568
20200806T20Z,2526
20200806T19Z,2465
20200806T18Z,2413
20200806T17Z,2349
20200806T16Z,2267
20200806T15Z,2154
20200806T14Z,2019
20200806T13Z,1903
20200806T12Z,1814
20200806T11Z,1801
20200806T10Z,1846
20200806T09Z,1922
20200806T08Z,2051
20200806T07Z,2289
20200806T06Z,2514
20200806T05Z,2771
20200806T04Z,2907
20200806T03Z,3048
20200806T02Z,3163
20200806T01Z,3203
20200806T00Z,3149
20200805T23Z,3074
20200805T22Z,2992
20200805T21Z,2906
20200805T20Z,2806
20200805T19Z,2690
20200805T18Z,2592
20200805T17Z,2490
20200805T16Z,2386
20200805T15Z,2264
20200805T14Z,2123
20200805T13Z,2013
20200805T12Z,1924
20200805T11Z,1917
20200805T10Z,1972
20200805T09Z,2076
20200805T08Z,2231
20200805T07Z,2386
20200805T06Z,2641
20200805T05Z,2897
20200805T04Z,3043
20200805T03Z,3177
20200805T02Z,3285
20200805T01Z,3311
20200805T00Z,3232
20200804T23Z,3142
20200804T22Z,3045
20200804T21Z,2942
20200804T20Z,2828
20200804T19Z,2698
20200804T18Z,2582
20200804T17Z,2472
20200804T16Z,2364
20200804T15Z,2245
20200804T14Z,2104
20200804T13Z,1989
20200804T12Z,1899
20200804T11Z,1891
20200804T10Z,1942
20200804T09Z,2024
20200804T08Z,2157
20200804T07Z,2316
20200804T06Z,2540
20200804T05Z,2792
20200804T04Z,2922
20200804T03Z,3062
20200804T02Z,3172
20200804T01Z,3199
20200804T00Z,3124
20200803T23Z,3055
20200803T22Z,2969
20200803T21Z,2879
20200803T20Z,2785
20200803T19Z,2668
20200803T18Z,2556
20200803T17Z,2450
20200803T16Z,2330
20200803T15Z,2183
20200803T14Z,2035
20200803T13Z,1925
20200803T12Z,1830
20200803T11Z,1808
20200803T10Z,1842
20200803T09Z,1923
20200803T08Z,2061
20200803T07Z,2277
20200803T06Z,2498
20200803T05Z,2724
20200803T04Z,2833
20200803T03Z,2939
20200803T02Z,3009
20200803T01Z,2998
20200803T00Z,2883
20200802T23Z,2768
20200802T22Z,2654
20200802T21Z,2551
20200802T20Z,2458
20200802T19Z,2349
20200802T18Z,2240
20200802T17Z,2112
20200802T16Z,1957
20200802T15Z,1798
20200802T14Z,1718
20200802T13Z,1736
20200802T12Z,1750
20200802T11Z,1783
20200802T10Z,1836
20200802T09Z,1927
20200802T08Z,2083
20200802T07Z,2250
20200802T06Z,2434
20200802T05Z,2592
20200802T04Z,2672
20200802T03Z,2775
20200802T02Z,2846
20200802T01Z,2844
20200802T00Z,2761
20200801T23Z,2670
20200801T22Z,2576
20200801T21Z,2504
20200801T20Z,2446
20200801T19Z,2375
20200801T18Z,2289
20200801T17Z,2178
20200801T16Z,2030
20200801T15Z,1865
20200801T14Z,1767
20200801T13Z,1781
20200801T12Z,1789
20200801T11Z,1817
20200801T10Z,1877
20200801T09Z,1977
20200801T08Z,2131
20200801T07Z,2389
20200801T06Z,2623
20200801T05Z,2844
20200801T04Z,2996
20200801T03Z,3186
20200801T02Z,3313
20200801T01Z,3386
20200801T00Z,3335
20200731T23Z,3268
20200731T22Z,3182
20200731T21Z,3082
20200731T20Z,2971
20200731T19Z,2847
20200731T18Z,2733
20200731T17Z,2610
20200731T16Z,2495
20200731T15Z,2357
20200731T14Z,2200
20200731T13Z,2097
20200731T12Z,2030
20200731T11Z,2037
20200731T10Z,2107
20200731T09Z,2238
20200731T08Z,2424
20200731T07Z,2685
20200731T06Z,2994
20200731T05Z,3280
20200731T04Z,3454
20200731T03Z,3637
20200731T02Z,3753
20200731T01Z,3795
20200731T00Z,3707
20200730T23Z,3589
20200730T22Z,3445
20200730T21Z,3296
20200730T20Z,3130
20200730T19Z,2954
20200730T18Z,2800
20200730T17Z,2662
20200730T16Z,2547
20200730T15Z,2425
20200730T14Z,2258
20200730T13Z,2111
20200730T12Z,2012
20200730T11Z,2000
20200730T10Z,2051
20200730T09Z,2168
20200730T08Z,2365
20200730T07Z,2640
20200730T06Z,2931
20200730T05Z,3206
20200730T04Z,3342
20200730T03Z,3490
20200730T02Z,3581
20200730T01Z,3594
20200730T00Z,3503
20200729T23Z,3384
20200729T22Z,3253
20200729T21Z,3118
20200729T20Z,2972
20200729T19Z,2814
20200729T18Z,2680
20200729T17Z,2556
20200729T16Z,2441
20200729T15Z,2305
20200729T14Z,2146
20200729T13Z,2018
20200729T12Z,1924
20200729T11Z,1911
20200729T10Z,1960
20200729T09Z,2065
20200729T08Z,2225
20200729T07Z,2498
20200729T06Z,2760
20200729T05Z,3024
20200729T04Z,3190
20200729T03Z,3365
20200729T02Z,3481
20200729T01Z,3539
20200729T00Z,3478
20200728T23Z,3397
20200728T22Z,3299
20200728T21Z,3193
20200728T20Z,3073
20200728T19Z,2927
20200728T18Z,2802
20200728T17Z,2681
20200728T16Z,2570
20200728T15Z,2446
20200728T14Z,2287
20200728T13Z,2160
20200728T12Z,2073
20200728T11Z,2073
20200728T10Z,2141
20200728T09Z,2264
20200728T08Z,2453
20200728T07Z,2773
20200728T06Z,3112
20200728T05Z,3435
20200728T04Z,3629
20200728T03Z,3847
20200728T02Z,3956
20200728T01Z,3998
20200728T00Z,3912
20200727T23Z,3789
20200727T22Z,3620
20200727T21Z,3458
20200727T20Z,3279
20200727T19Z,3085
20200727T18Z,2895
20200727T17Z,2716
20200727T16Z,2567
20200727T15Z,2429
20200727T14Z,2261
20200727T13Z,2144
20200727T12Z,2045
20200727T11Z,2025
20200727T10Z,2071
20200727T09Z,2188
20200727T08Z,2371
20200727T07Z,2507
20200727T06Z,2770
20200727T05Z,3018
20200727T04Z,3149
20200727T03Z,3297
20200727T02Z,3358
20200727T01Z,3314
20200727T00Z,3177
20200726T23Z,3010
20200726T22Z,2828
20200726T21Z,2674
20200726T20Z,2542
20200726T19Z,2397
20200726T18Z,2251
20200726T17Z,2091
20200726T16Z,1915
20200726T15Z,1747
20200726T14Z,1651
20200726T13Z,1649
20200726T12Z,1660
20200726T11Z,1683
20200726T10Z,1731
20200726T09Z,1809
20200726T08Z,1937
20200726T07Z,2097
20200726T06Z,2264
20200726T05Z,2403
20200726T04Z,2457
20200726T03Z,2550
20200726T02Z,2588
20200726T01Z,2549
20200726T00Z,2462
20200725T23Z,2364
20200725T22Z,2281
20200725T21Z,2221
20200725T20Z,2190
20200725T19Z,2135
20200725T18Z,2079
20200725T17Z,2009
20200725T16Z,1899
20200725T15Z,1755
20200725T14Z,1655
20200725T13Z,1637
20200725T12Z,1623
20200725T11Z,1627
20200725T10Z,1664
20200725T09Z,1744
20200725T08Z,1829
20200725T07Z,2029
20200725T06Z,2206
20200725T05Z,2353
20200725T04Z,2427
20200725T03Z,2536
20200725T02Z,2603
20200725T01Z,2615
20200725T00Z,2552
20200724T23Z,2496
20200724T22Z,2466
20200724T21Z,2440
20200724T20Z,2410
20200724T19Z,2395
20200724T18Z,2361
20200724T17Z,2294
20200724T16Z,2228
20200724T15Z,2136
20200724T14Z,1993
20200724T13Z,1843
20200724T12Z,1747
20200724T11Z,1712
20200724T10Z,1735
20200724T09Z,1806
20200724T08Z,1912
20200724T07Z,2117
20200724T06Z,2329
20200724T05Z,2510
20200724T04Z,2595
20200724T03Z,2690
20200724T02Z,2750
20200724T01Z,2752
20200724T00Z,2677
20200723T23Z,2610
20200723T22Z,2557
20200723T21Z,2521
20200723T20Z,2486
20200723T19Z,2484
20200723T18Z,2456
20200723T17Z,2372
20200723T16Z,2294
20200723T15Z,2201
20200723T14Z,2051
20200723T13Z,1910
20200723T12Z,1816
20200723T11Z,1789
20200723T10Z,1830
20200723T09Z,1916
20200723T08Z,2045
20200723T07Z,2175
20200723T06Z,2390
20200723T05Z,2582
20200723T04Z,2700
20200723T03Z,2840
20200723T02Z,2935
20200723T01Z,2987
20200723T00Z,2973
20200722T23Z,2925
20200722T22Z,2883
20200722T21Z,2835
20200722T20Z,2773
20200722T19Z,2686
20200722T18Z,2605
20200722T17Z,2514
20200722T16Z,2421
20200722T15Z,2296
20200722T14Z,2143
20200722T13Z,2019
20200722T12Z,1931
20200722T11Z,1925
20200722T10Z,1982
20200722T09Z,2088
20200722T08Z,2254
20200722T07Z,2442
20200722T06Z,2708
20200722T05Z,2963
20200722T04Z,3112
20200722T03Z,3284
20200722T02Z,3408
20200722T01Z,3443
20200722T00Z,3404
20200721T23Z,3318
20200721T22Z,3226
20200721T21Z,3131
20200721T20Z,3018
20200721T19Z,2877
20200721T18Z,2751
20200721T17Z,2629
20200721T16Z,2513
20200721T15Z,2377
20200721T14Z,2210
20200721T13Z,2078
20200721T12Z,1992
20200721T11Z,1987
20200721T10Z,2046
20200721T09Z,2180
20200721T08Z,2377
20200721T07Z,2610
20200721T06Z,2913
20200721T05Z,3211
20200721T04Z,3369
20200721T03Z,3561
20200721T02Z,3665
20200721T01Z,3685
20200721T00Z,3603
20200720T23Z,3494
20200720T22Z,3361
20200720T21Z,3231
20200720T20Z,3083
20200720T19Z,2920
20200720T18Z,2762
20200720T17Z,2605
20200720T16Z,2449
20200720T15Z,2292
20200720T14Z,2120
20200720T13Z,2016
20200720T12Z,1925
20200720T11Z,1904
20200720T10Z,1946
20200720T09Z,2037
20200720T08Z,2204
20200720T07Z,2342
20200720T06Z,2581
20200720T05Z,2796
20200720T04Z,2916
20200720T03Z,3052
20200720T02Z,3124
20200720T01Z,3109
20200720T00Z,2983
20200719T23Z,2856
20200719T22Z,2731
20200719T21Z,2621
20200719T20Z,2516
20200719T19Z,2384
20200719T18Z,2251
20200719T17Z,2102
20200719T16Z,1926
20200719T15Z,1749
20200719T14Z,1649
20200719T13Z,1654
20200719T12Z,1686
20200719T11Z,1723
20200719T10Z,1783
20200719T09Z,1869
20200719T08Z,2010
20200719T07Z,2192
20200719T06Z,2376
20200719T05Z,2522
20200719T04Z,2568
20200719T03Z,2671
20200719T02Z,2715
20200719T01Z,2681
20200719T00Z,2576
20200718T23Z,2457
20200718T22Z,2355
20200718T21Z,2283
20200718T20Z,2233
20200718T19Z,2158
20200718T18Z,2083
20200718T17Z,1989
20200718T16Z,1855
20200718T15Z,1690
20200718T14Z,1590
20200718T13Z,1598
20200718T12Z,1608
20200718T11Z,1627
20200718T10Z,1678
20200718T09Z,1745
20200718T08Z,1840
20200718T07Z,2012
20200718T06Z,2165
20200718T05Z,2307
20200718T04Z,2409
20200718T03Z,2549
20200718T02Z,2652
20200718T01Z,2708
20200718T00Z,2689
20200717T23Z,2670
20200717T22Z,2660
20200717T21Z,2638
20200717T20Z,2602
20200717T19Z,2537
20200717T18Z,2466
20200717T17Z,2381
20200717T16Z,2273
20200717T15Z,2122
20200717T14Z,1958
20200717T13Z,1853
20200717T12Z,1792
20200717T11Z,1791
20200717T10Z,1846
20200717T09Z,1928
20200717T08Z,2062
20200717T07Z,2266
20200717T06Z,2499
20200717T05Z,2705
20200717T04Z,2818
20200717T03Z,2979
20200717T02Z,3074
20200717T01Z,3114
20200717T00Z,3076
20200716T23Z,3012
20200716T22Z,2942
20200716T21Z,2873
20200716T20Z,2788
20200716T19Z,2687
20200716T18Z,2589
20200716T17Z,2492
20200716T16Z,2386
20200716T15Z,2260
20200716T14Z,2094
20200716T13Z,1957
20200716T12Z,1866
20200716T11Z,1851
20200716T10Z,1895
20200716T09Z,1997
20200716T08Z,2162
20200716T07Z,2370
20200716T06Z,2635
20200716T05Z,2864
20200716T04Z,2972
20200716T03Z,3115
20200716T02Z,3202
20200716T01Z,3215
20200716T00Z,3141
20200715T23Z,3049
20200715T22Z,2961
20200715T21Z,2870
20200715T20Z,2771
20200715T19Z,2652
20200715T18Z,2543
20200715T17Z,2438
20200715T16Z,2331
20200715T15Z,2195
20200715T14Z,2030
20200715T13Z,1890
20200715T12Z,1795
20200715T11Z,1771
20200715T10Z,1803
20200715T09Z,1897
20200715T08Z,2037
20200715T07Z,2261
20200715T06Z,2502
20200715T05Z,2707
20200715T04Z,2792
20200715T03Z,2913
20200715T02Z,2980
20200715T01Z,2981
20200715T00Z,2893
20200714T23Z,2813
20200714T22Z,2740
20200714T21Z,2676
20200714T20Z,2604
20200714T19Z,2512
20200714T18Z,2426
20200714T17Z,2347
20200714T16Z,2264
20200714T15Z,2155
20200714T14Z,1998
20200714T13Z,1848
20200714T12Z,1745
20200714T11Z,1715
20200714T10Z,1738
20200714T09Z,1819
20200714T08Z,1945
20200714T07Z,2096
20200714T06Z,2315
20200714T05Z,2502
20200714T04Z,2570
20200714T03Z,2678
20200714T02Z,2730
20200714T01Z,2722
20200714T00Z,2642
20200713T23Z,2582
20200713T22Z,2535
20200713T21Z,2497
20200713T20Z,2454
20200713T19Z,2392
20200713T18Z,2328
20200713T17Z,2262
20200713T16Z,2175
20200713T15Z,2063
20200713T14Z,1910
20200713T13Z,1793
20200713T12Z,1688
20200713T11Z,1648
20200713T10Z,1661
20200713T09Z,1717
20200713T08Z,1825
20200713T07Z,1975
20200713T06Z,2177
20200713T05Z,2323
20200713T04Z,2390
20200713T03Z,2489
20200713T02Z,2531
20200713T01Z,2515
20200713T00Z,2416
20200712T23Z,2347
20200712T22Z,2299
20200712T21Z,2264
20200712T20Z,2229
20200712T19Z,2154
20200712T18Z,2072
20200712T17Z,1962
20200712T16Z,1811
20200712T15Z,1653
20200712T14Z,1562
20200712T13Z,1577
20200712T12Z,1605
20200712T11Z,1630
20200712T10Z,1677
20200712T09Z,1731
20200712T08Z,1842
20200712T07Z,1936
20200712T06Z,2081
20200712T05Z,2211
20200712T04Z,2279
20200712T03Z,2395
20200712T02Z,2457
20200712T01Z,2468
20200712T00Z,2404
20200711T23Z,2334
20200711T22Z,2289
20200711T21Z,2259
20200711T20Z,2243
20200711T19Z,2184
20200711T18Z,2127
20200711T17Z,2042
20200711T16Z,1905
20200711T15Z,1736
20200711T14Z,1629
20200711T13Z,1632
20200711T12Z,1648
20200711T11Z,1670
20200711T10Z,1722
20200711T09Z,1810
20200711T08Z,1953
20200711T07Z,2086
20200711T06Z,2266
20200711T05Z,2417
20200711T04Z,2490
20200711T03Z,2626
20200711T02Z,2708
20200711T01Z,2730
20200711T00Z,2669
20200710T23Z,2614
20200710T22Z,2582
20200710T21Z,2543
20200710T20Z,2494
20200710T19Z,2424
20200710T18Z,2352
20200710T17Z,2276
20200710T16Z,2177
20200710T15Z,2045
20200710T14Z,1881
20200710T13Z,1762
20200710T12Z,1694
20200710T11Z,1680
20200710T10Z,1715
20200710T09Z,1774
20200710T08Z,1885
20200710T07Z,2036
20200710T06Z,2233
20200710T05Z,2384
20200710T04Z,2448
20200710T03Z,2550
20200710T02Z,2613
20200710T01Z,2636
20200710T00Z,2550
20200709T23Z,2506
20200709T22Z,2474
20200709T21Z,2455
20200709T20Z,2431
20200709T19Z,2383
20200709T18Z,2330
20200709T17Z,2275
20200709T16Z,2209
20200709T15Z,2118
20200709T14Z,1966
20200709T13Z,1812
20200709T12Z,1709
20200709T11Z,1679
20200709T10Z,1701
20200709T09Z,1768
20200709T08Z,1878
20200709T07Z,2024
20200709T06Z,2222
20200709T05Z,2391
20200709T04Z,2460
20200709T03Z,2555
20200709T02Z,2610
20200709T01Z,2619
20200709T00Z,2543
20200708T23Z,2498
20200708T22Z,2472
20200708T21Z,2453
20200708T20Z,2429
20200708T19Z,2375
20200708T18Z,2323
20200708T17Z,2268
20200708T16Z,2208
20200708T15Z,2118
20200708T14Z,1968
20200708T13Z,1813
20200708T12Z,1706
20200708T11Z,1666
20200708T10Z,1683
20200708T09Z,1740
20200708T08Z,1819
20200708T07Z,1966
20200708T06Z,2139
20200708T05Z,2286
20200708T04Z,2354
20200708T03Z,2443
20200708T02Z,2507
20200708T01Z,2486
20200708T00Z,2413
20200707T23Z,2378
20200707T22Z,2364
20200707T21Z,2366
20200707T20Z,2362
20200707T19Z,2331
20200707T18Z,2294
20200707T17Z,2245
20200707T16Z,2185
20200707T15Z,2093
20200707T14Z,1939
20200707T13Z,1780
20200707T12Z,1669
20200707T11Z,1635
20200707T10Z,1653
20200707T09Z,1714
20200707T08Z,1779
20200707T07Z,1993
20200707T06Z,2184
20200707T05Z,2322
20200707T04Z,2391
20200707T03Z,2496
20200707T02Z,2587
20200707T01Z,2560
20200707T00Z,2507
20200706T23Z,2459
20200706T22Z,2433
20200706T21Z,2420
20200706T20Z,2399
20200706T19Z,2350
20200706T18Z,2290
20200706T17Z,2226
20200706T16Z,2142
20200706T15Z,2030
20200706T14Z,1870
20200706T13Z,1746
20200706T12Z,1648
20200706T11Z,1606
20200706T10Z,1614
20200706T09Z,1662
20200706T08Z,1869
20200706T07Z,1981
20200706T06Z,2148
20200706T05Z,2265
20200706T04Z,2299
20200706T03Z,2381
20200706T02Z,2443
20200706T01Z,2432
20200706T00Z,2355
20200705T23Z,2296
20200705T22Z,2260
20200705T21Z,2243
20200705T20Z,2226
20200705T19Z,2164
20200705T18Z,2097
20200705T17Z,1998
20200705T16Z,1864
20200705T15Z,1709
20200705T14Z,1607
20200705T13Z,1588
20200705T12Z,1571
20200705T11Z,1570
20200705T10Z,1614
20200705T09Z,1674
20200705T08Z,1713
20200705T07Z,1932
20200705T06Z,2078
20200705T05Z,2181
20200705T04Z,2214
20200705T03Z,2299
20200705T02Z,2363
20200705T01Z,2350
20200705T00Z,2276
20200704T23Z,2230
20200704T22Z,2202
20200704T21Z,2194
20200704T20Z,2185
20200704T19Z,2135
20200704T18Z,2074
20200704T17Z,1989
20200704T16Z,1869
20200704T15Z,1730
20200704T14Z,1626
20200704T13Z,1595
20200704T12Z,1575
20200704T11Z,1573
20200704T10Z,1604
20200704T09Z,1653
20200704T08Z,1765
20200704T07Z,1871
20200704T06Z,1971
20200704T05Z,2055
20200704T04Z,2107
20200704T03Z,2182
20200704T02Z,2249
20200704T01Z,2286
20200704T00Z,2215
20200703T23Z,2180
20200703T22Z,2159
20200703T21Z,2162
20200703T20Z,2165
20200703T19Z,2126
20200703T18Z,2067
20200703T17Z,1986
20200703T16Z,1882
20200703T15Z,1760
20200703T14Z,1665
20200703T13Z,1630
20200703T12Z,1612
20200703T11Z,1605
20200703T10Z,1630
20200703T09Z,1682
20200703T08Z,1802
20200703T07Z,1919
20200703T06Z,2071
20200703T05Z,2178
20200703T04Z,2215
20200703T03Z,2306
20200703T02Z,2373
20200703T01Z,2392
20200703T00Z,2310
20200702T23Z,2272
20200702T22Z,2248
20200702T21Z,2249
20200702T20Z,2245
20200702T19Z,2193
20200702T18Z,2137
20200702T17Z,2047
20200702T16Z,1930
20200702T15Z,1784
20200702T14Z,1678
20200702T13Z,1652
20200702T12Z,1632
20200702T11Z,1630
20200702T10Z,1652
20200702T09Z,1692
20200702T08Z,1789
20200702T07Z,2004
20200702T06Z,2160
20200702T05Z,2286
20200702T04Z,2366
20200702T03Z,2463
20200702T02Z,2521
20200702T01Z,2540
20200702T00Z,2446
20200701T23Z,2403
20200701T22Z,2390
20200701T21Z,2391
20200701T20Z,2392
20200701T19Z,2359
20200701T18Z,2327
20200701T17Z,2281
20200701T16Z,2227
20200701T15Z,2136
20200701T14Z,1981
20200701T13Z,1817
20200701T12Z,1698
20200701T11Z,1654
20200701T10Z,1666
20200701T09Z,1719
20200701T08Z,1814
20200701T07Z,1955
20200701T06Z,2122
20200701T05Z,2246
20200701T04Z,2302
20200701T03Z,2386
20200701T02Z,2440
20200701T01Z,2452
20200701T00Z,2419
20200630T23Z,2381
20200630T22Z,2375
20200630T21Z,2389
20200630T20Z,2388
20200630T19Z,2344
20200630T18Z,2293
20200630T17Z,2236
20200630T16Z,2173
20200630T15Z,2076
20200630T14Z,1933
20200630T13Z,1785
20200630T12Z,1693
20200630T11Z,1667
20200630T10Z,1689
20200630T09Z,1752
20200630T08Z,1835
20200630T07Z,2006
20200630T06Z,2224
20200630T05Z,2392
20200630T04Z,2459
20200630T03Z,2555
20200630T02Z,2606
20200630T01Z,2613
20200630T00Z,2519
20200629T23Z,2465
20200629T22Z,2435
20200629T21Z,2413
20200629T20Z,2392
20200629T19Z,2338
20200629T18Z,2286
20200629T17Z,2230
20200629T16Z,2169
20200629T15Z,2080
20200629T14Z,1929
20200629T13Z,1770
20200629T12Z,1660
20200629T11Z,1616
20200629T10Z,1623
20200629T09Z,1656
20200629T08Z,1742
20200629T07Z,1876
20200629T06Z,2059
20200629T05Z,2200
20200629T04Z,2230
20200629T03Z,2284
20200629T02Z,2323
20200629T01Z,2253
20200629T00Z,2172
20200628T23Z,2121
20200628T22Z,2094
20200628T21Z,2095
20200628T20Z,2085
20200628T19Z,2042
20200628T18Z,1992
20200628T17Z,1912
20200628T16Z,1791
20200628T15Z,1643
20200628T14Z,1555
20200628T13Z,1547
20200628T12Z,1565
20200628T11Z,1577
20200628T10Z,1610
20200628T09Z,1656
20200628T08Z,1754
20200628T07Z,1842
20200628T06Z,1951
20200628T05Z,2042
20200628T04Z,2101
20200628T03Z,2190
20200628T02Z,2260
20200628T01Z,2292
20200628T00Z,2277
20200627T23Z,2270
20200627T22Z,2268
20200627T21Z,2264
