utc,forecast_MWh
20190919T05Z,2245
20190919T04Z,2395
20190919T03Z,2418
20190919T02Z,2395
20190919T01Z,2398
20190919T00Z,2386
20190918T23Z,2355
20190918T22Z,2346
20190918T21Z,2362
20190918T20Z,2362
20190918T19Z,2355
20190918T18Z,2344
20190918T17Z,2331
20190918T16Z,2322
20190918T15Z,2313
20190918T14Z,2164
20190918T13Z,1884
20190918T12Z,1711
20190918T11Z,1657
20190918T10Z,1665
20190918T09Z,1699
20190918T08Z,1756
20190918T07Z,1861
20190918T06Z,2041
20190918T05Z,2237
20190918T04Z,2382
20190918T03Z,2391
20190918T02Z,2348
20190918T01Z,2342
20190918T00Z,2316
20190917T23Z,2286
20190917T22Z,2284
20190917T21Z,2316
20190917T20Z,2324
20190917T19Z,2327
20190917T18Z,2324
20190917T17Z,2315
20190917T16Z,2309
20190917T15Z,2293
20190917T14Z,2141
20190917T13Z,1857
20190917T12Z,1686
20190917T11Z,1630
20190917T10Z,1629
20190917T09Z,1677
20190917T08Z,1744
20190917T07Z,1870
20190917T06Z,2041
20190917T05Z,2241
20190917T04Z,2384
20190917T03Z,2403
20190917T02Z,2391
20190917T01Z,2386
20190917T00Z,2360
20190916T23Z,2330
20190916T22Z,2338
20190916T21Z,2364
20190916T20Z,2369
20190916T19Z,2364
20190916T18Z,2357
20190916T17Z,2342
20190916T16Z,2323
20190916T15Z,2308
20190916T14Z,2148
20190916T13Z,1856
20190916T12Z,1674
20190916T11Z,1611
20190916T10Z,1606
20190916T09Z,1636
20190916T08Z,1673
20190916T07Z,1793
20190916T06Z,1958
20190916T05Z,2125
20190916T04Z,2247
20190916T03Z,2233
20190916T02Z,2195
20190916T01Z,2201
20190916T00Z,2176
20190915T23Z,2164
20190915T22Z,2170
20190915T21Z,2182
20190915T20Z,2177
20190915T19Z,2154
20190915T18Z,2114
20190915T17Z,2052
20190915T16Z,1927
20190915T15Z,1779
20190915T14Z,1692
20190915T13Z,1627
20190915T12Z,1603
20190915T11Z,1608
20190915T10Z,1638
20190915T09Z,1685
20190915T08Z,1768
20190915T07Z,1897
20190915T06Z,2062
20190915T05Z,2206
20190915T04Z,2344
20190915T03Z,2380
20190915T02Z,2381
20190915T01Z,2392
20190915T00Z,2366
20190914T23Z,2322
20190914T22Z,2290
20190914T21Z,2272
20190914T20Z,2251
20190914T19Z,2217
20190914T18Z,2181
20190914T17Z,2122
20190914T16Z,2009
20190914T15Z,1862
20190914T14Z,1761
20190914T13Z,1682
20190914T12Z,1646
20190914T11Z,1644
20190914T10Z,1676
20190914T09Z,1734
20190914T08Z,1830
20190914T07Z,1951
20190914T06Z,2136
20190914T05Z,2308
20190914T04Z,2453
20190914T03Z,2522
20190914T02Z,2572
20190914T01Z,2660
20190914T00Z,2670
20190913T23Z,2651
20190913T22Z,2611
20190913T21Z,2582
20190913T20Z,2527
20190913T19Z,2477
20190913T18Z,2438
20190913T17Z,2380
20190913T16Z,2316
20190913T15Z,2257
20190913T14Z,2099
20190913T13Z,1858
20190913T12Z,1720
20190913T11Z,1686
20190913T10Z,1709
20190913T09Z,1755
20190913T08Z,1835
20190913T07Z,2029
20190913T06Z,2239
20190913T05Z,2471
20190913T04Z,2629
20190913T03Z,2659
20190913T02Z,2671
20190913T01Z,2691
20190913T00Z,2664
20190912T23Z,2587
20190912T22Z,2526
20190912T21Z,2485
20190912T20Z,2437
20190912T19Z,2392
20190912T18Z,2356
20190912T17Z,2323
20190912T16Z,2302
20190912T15Z,2284
20190912T14Z,2137
20190912T13Z,1872
20190912T12Z,1712
20190912T11Z,1660
20190912T10Z,1664
20190912T09Z,1706
20190912T08Z,1794
20190912T07Z,1942
20190912T06Z,2140
20190912T05Z,2369
20190912T04Z,2544
20190912T03Z,2562
20190912T02Z,2562
20190912T01Z,2595
20190912T00Z,2555
20190911T23Z,2510
20190911T22Z,2475
20190911T21Z,2451
20190911T20Z,2411
20190911T19Z,2376
20190911T18Z,2346
20190911T17Z,2320
20190911T16Z,2301
20190911T15Z,2289
20190911T14Z,2146
20190911T13Z,1882
20190911T12Z,1717
20190911T11Z,1665
20190911T10Z,1674
20190911T09Z,1715
20190911T08Z,1780
20190911T07Z,1893
20190911T06Z,2068
20190911T05Z,2283
20190911T04Z,2459
20190911T03Z,2489
20190911T02Z,2501
20190911T01Z,2512
20190911T00Z,2494
20190910T23Z,2435
20190910T22Z,2411
20190910T21Z,2403
20190910T20Z,2377
20190910T19Z,2348
20190910T18Z,2323
20190910T17Z,2299
20190910T16Z,2285
20190910T15Z,2270
20190910T14Z,2130
20190910T13Z,1864
20190910T12Z,1700
20190910T11Z,1653
20190910T10Z,1662
20190910T09Z,1714
20190910T08Z,1786
20190910T07Z,1876
20190910T06Z,2051
20190910T05Z,2248
20190910T04Z,2416
20190910T03Z,2452
20190910T02Z,2482
20190910T01Z,2501
20190910T00Z,2469
20190909T23Z,2448
20190909T22Z,2433
20190909T21Z,2439
20190909T20Z,2423
20190909T19Z,2392
20190909T18Z,2367
20190909T17Z,2330
20190909T16Z,2296
20190909T15Z,2271
20190909T14Z,2123
20190909T13Z,1857
20190909T12Z,1694
20190909T11Z,1643
20190909T10Z,1648
20190909T09Z,1681
20190909T08Z,1734
20190909T07Z,1830
20190909T06Z,2015
20190909T05Z,2198
20190909T04Z,2344
20190909T03Z,2337
20190909T02Z,2337
20190909T01Z,2352
20190909T00Z,2296
20190908T23Z,2238
20190908T22Z,2197
20190908T21Z,2191
20190908T20Z,2181
20190908T19Z,2154
20190908T18Z,2113
20190908T17Z,2044
20190908T16Z,1929
20190908T15Z,1789
20190908T14Z,1710
20190908T13Z,1652
20190908T12Z,1621
20190908T11Z,1620
20190908T10Z,1646
20190908T09Z,1707
20190908T08Z,1783
20190908T07Z,1938
20190908T06Z,2113
20190908T05Z,2263
20190908T04Z,2396
20190908T03Z,2414
20190908T02Z,2463
20190908T01Z,2496
20190908T00Z,2482
20190907T23Z,2424
20190907T22Z,2370
20190907T21Z,2344
20190907T20Z,2311
20190907T19Z,2277
20190907T18Z,2240
20190907T17Z,2173
20190907T16Z,2056
20190907T15Z,1896
20190907T14Z,1798
20190907T13Z,1735
20190907T12Z,1704
20190907T11Z,1711
20190907T10Z,1757
20190907T09Z,1829
20190907T08Z,1920
20190907T07Z,2172
20190907T06Z,2381
20190907T05Z,2634
20190907T04Z,2833
20190907T03Z,2920
20190907T02Z,3031
20190907T01Z,3126
20190907T00Z,3122
20190906T23Z,3078
20190906T22Z,2995
20190906T21Z,2921
20190906T20Z,2822
20190906T19Z,2736
20190906T18Z,2666
20190906T17Z,2578
20190906T16Z,2492
20190906T15Z,2426
20190906T14Z,2274
20190906T13Z,2043
20190906T12Z,1908
20190906T11Z,1885
20190906T10Z,1927
20190906T09Z,2024
20190906T08Z,2134
20190906T07Z,2348
20190906T06Z,2618
20190906T05Z,2900
20190906T04Z,3093
20190906T03Z,3140
20190906T02Z,3195
20190906T01Z,3226
20190906T00Z,3149
20190905T23Z,3037
20190905T22Z,2918
20190905T21Z,2812
20190905T20Z,2698
20190905T19Z,2598
20190905T18Z,2520
20190905T17Z,2439
20190905T16Z,2370
20190905T15Z,2304
20190905T14Z,2156
20190905T13Z,1930
20190905T12Z,1798
20190905T11Z,1766
20190905T10Z,1791
20190905T09Z,1844
20190905T08Z,1960
20190905T07Z,2184
20190905T06Z,2422
20190905T05Z,2666
20190905T04Z,2832
20190905T03Z,2855
20190905T02Z,2910
20190905T01Z,2971
20190905T00Z,2920
20190904T23Z,2851
20190904T22Z,2775
20190904T21Z,2703
20190904T20Z,2618
20190904T19Z,2540
20190904T18Z,2481
20190904T17Z,2411
20190904T16Z,2346
20190904T15Z,2274
20190904T14Z,2135
20190904T13Z,1919
20190904T12Z,1785
20190904T11Z,1753
20190904T10Z,1781
20190904T09Z,1835
20190904T08Z,1948
20190904T07Z,2120
20190904T06Z,2360
20190904T05Z,2627
20190904T04Z,2844
20190904T03Z,2878
20190904T02Z,2940
20190904T01Z,2986
20190904T00Z,2949
20190903T23Z,2876
20190903T22Z,2801
20190903T21Z,2731
20190903T20Z,2646
20190903T19Z,2553
20190903T18Z,2485
20190903T17Z,2409
20190903T16Z,2338
20190903T15Z,2255
20190903T14Z,2109
20190903T13Z,1891
20190903T12Z,1757
20190903T11Z,1727
20190903T10Z,1756
20190903T09Z,1816
20190903T08Z,1924
20190903T07Z,2129
20190903T06Z,2365
20190903T05Z,2628
20190903T04Z,2803
20190903T03Z,2804
20190903T02Z,2850
20190903T01Z,2866
20190903T00Z,2782
20190902T23Z,2686
20190902T22Z,2595
20190902T21Z,2519
20190902T20Z,2440
20190902T19Z,2358
20190902T18Z,2260
20190902T17Z,2128
20190902T16Z,1973
20190902T15Z,1835
20190902T14Z,1771
20190902T13Z,1727
20190902T12Z,1701
20190902T11Z,1704
20190902T10Z,1742
20190902T09Z,1807
20190902T08Z,1914
20190902T07Z,2026
20190902T06Z,2219
20190902T05Z,2406
20190902T04Z,2561
20190902T03Z,2578
20190902T02Z,2663
20190902T01Z,2755
20190902T00Z,2781
20190901T23Z,2745
20190901T22Z,2697
20190901T21Z,2646
20190901T20Z,2579
20190901T19Z,2488
20190901T18Z,2397
20190901T17Z,2276
20190901T16Z,2137
20190901T15Z,1992
20190901T14Z,1885
20190901T13Z,1790
20190901T12Z,1768
20190901T11Z,1791
20190901T10Z,1848
20190901T09Z,1926
20190901T08Z,2026
20190901T07Z,2136
20190901T06Z,2332
20190901T05Z,2526
20190901T04Z,2657
20190901T03Z,2709
20190901T02Z,2762
20190901T01Z,2771
20190901T00Z,2719
20190831T23Z,2632
20190831T22Z,2543
20190831T21Z,2479
20190831T20Z,2420
20190831T19Z,2360
20190831T18Z,2295
20190831T17Z,2210
20190831T16Z,2088
20190831T15Z,1945
20190831T14Z,1831
20190831T13Z,1752
20190831T12Z,1714
20190831T11Z,1718
20190831T10Z,1760
20190831T09Z,1837
20190831T08Z,1941
20190831T07Z,2139
20190831T06Z,2332
20190831T05Z,2538
20190831T04Z,2687
20190831T03Z,2745
20190831T02Z,2839
20190831T01Z,2916
20190831T00Z,2893
20190830T23Z,2852
20190830T22Z,2803
20190830T21Z,2749
20190830T20Z,2685
20190830T19Z,2623
20190830T18Z,2561
20190830T17Z,2495
20190830T16Z,2411
20190830T15Z,2301
20190830T14Z,2158
20190830T13Z,1982
20190830T12Z,1866
20190830T11Z,1842
20190830T10Z,1887
20190830T09Z,1957
20190830T08Z,2067
20190830T07Z,2336
20190830T06Z,2589
20190830T05Z,2870
20190830T04Z,3068
20190830T03Z,3158
20190830T02Z,3264
20190830T01Z,3353
20190830T00Z,3331
20190829T23Z,3291
20190829T22Z,3213
20190829T21Z,3137
20190829T20Z,3037
20190829T19Z,2929
20190829T18Z,2830
20190829T17Z,2721
20190829T16Z,2618
20190829T15Z,2525
20190829T14Z,2365
20190829T13Z,2172
20190829T12Z,2048
20190829T11Z,2034
20190829T10Z,2093
20190829T09Z,2200
20190829T08Z,2353
20190829T07Z,2548
20190829T06Z,2846
20190829T05Z,3153
20190829T04Z,3380
20190829T03Z,3491
20190829T02Z,3621
20190829T01Z,3693
20190829T00Z,3666
20190828T23Z,3563
20190828T22Z,3428
20190828T21Z,3284
20190828T20Z,3124
20190828T19Z,2973
20190828T18Z,2832
20190828T17Z,2704
20190828T16Z,2585
20190828T15Z,2476
20190828T14Z,2313
20190828T13Z,2115
20190828T12Z,1981
20190828T11Z,1956
20190828T10Z,2002
20190828T09Z,2116
20190828T08Z,2275
20190828T07Z,2421
20190828T06Z,2689
20190828T05Z,2957
20190828T04Z,3151
20190828T03Z,3233
20190828T02Z,3336
20190828T01Z,3389
20190828T00Z,3334
20190827T23Z,3231
20190827T22Z,3104
20190827T21Z,2972
20190827T20Z,2839
20190827T19Z,2718
20190827T18Z,2605
20190827T17Z,2507
20190827T16Z,2418
20190827T15Z,2324
20190827T14Z,2170
20190827T13Z,1959
20190827T12Z,1815
20190827T11Z,1775
20190827T10Z,1800
20190827T09Z,1888
20190827T08Z,2000
20190827T07Z,2208
20190827T06Z,2458
20190827T05Z,2715
20190827T04Z,2893
20190827T03Z,2940
20190827T02Z,3033
20190827T01Z,3054
20190827T00Z,2982
20190826T23Z,2892
20190826T22Z,2791
20190826T21Z,2694
20190826T20Z,2594
20190826T19Z,2509
20190826T18Z,2433
20190826T17Z,2376
20190826T16Z,2309
20190826T15Z,2221
20190826T14Z,2073
20190826T13Z,1877
20190826T12Z,1733
20190826T11Z,1681
20190826T10Z,1691
20190826T09Z,1748
20190826T08Z,1838
20190826T07Z,1939
20190826T06Z,2131
20190826T05Z,2343
20190826T04Z,2479
20190826T03Z,2499
20190826T02Z,2549
20190826T01Z,2574
20190826T00Z,2499
20190825T23Z,2434
20190825T22Z,2369
20190825T21Z,2314
20190825T20Z,2263
20190825T19Z,2213
20190825T18Z,2151
20190825T17Z,2076
20190825T16Z,1958
20190825T15Z,1837
20190825T14Z,1753
20190825T13Z,1701
20190825T12Z,1671
20190825T11Z,1681
20190825T10Z,1720
20190825T09Z,1774
20190825T08Z,1868
20190825T07Z,1963
20190825T06Z,2140
20190825T05Z,2317
20190825T04Z,2451
20190825T03Z,2494
20190825T02Z,2566
20190825T01Z,2593
20190825T00Z,2559
20190824T23Z,2497
20190824T22Z,2437
20190824T21Z,2397
20190824T20Z,2364
20190824T19Z,2324
20190824T18Z,2270
20190824T17Z,2188
20190824T16Z,2066
20190824T15Z,1925
20190824T14Z,1816
20190824T13Z,1743
20190824T12Z,1700
20190824T11Z,1700
20190824T10Z,1734
20190824T09Z,1804
20190824T08Z,1950
20190824T07Z,2022
20190824T06Z,2217
20190824T05Z,2417
20190824T04Z,2541
20190824T03Z,2568
20190824T02Z,2655
20190824T01Z,2704
20190824T00Z,2658
20190823T23Z,2598
20190823T22Z,2556
20190823T21Z,2514
20190823T20Z,2461
20190823T19Z,2425
20190823T18Z,2378
20190823T17Z,2332
20190823T16Z,2285
20190823T15Z,2219
20190823T14Z,2080
20190823T13Z,1879
20190823T12Z,1735
20190823T11Z,1690
20190823T10Z,1709
20190823T09Z,1770
20190823T08Z,1879
20190823T07Z,1989
20190823T06Z,2188
20190823T05Z,2404
20190823T04Z,2530
20190823T03Z,2534
20190823T02Z,2593
20190823T01Z,2596
20190823T00Z,2553
20190822T23Z,2510
20190822T22Z,2474
20190822T21Z,2448
20190822T20Z,2411
20190822T19Z,2376
20190822T18Z,2357
20190822T17Z,2332
20190822T16Z,2290
20190822T15Z,2225
20190822T14Z,2085
20190822T13Z,1876
20190822T12Z,1728
20190822T11Z,1683
20190822T10Z,1704
20190822T09Z,1753
20190822T08Z,1849
20190822T07Z,1920
20190822T06Z,2095
20190822T05Z,2321
20190822T04Z,2441
20190822T03Z,2471
20190822T02Z,2556
20190822T01Z,2600
20190822T00Z,2608
20190821T23Z,2605
20190821T22Z,2597
20190821T21Z,2574
20190821T20Z,2541
20190821T19Z,2503
20190821T18Z,2462
20190821T17Z,2409
20190821T16Z,2339
20190821T15Z,2234
20190821T14Z,2082
20190821T13Z,1901
20190821T12Z,1766
20190821T11Z,1731
20190821T10Z,1762
20190821T09Z,1825
20190821T08Z,1952
20190821T07Z,2202
20190821T06Z,2459
20190821T05Z,2726
20190821T04Z,2895
20190821T03Z,2968
20190821T02Z,3064
20190821T01Z,3104
20190821T00Z,3037
20190820T23Z,2943
20190820T22Z,2849
20190820T21Z,2765
20190820T20Z,2667
20190820T19Z,2581
20190820T18Z,2503
20190820T17Z,2427
20190820T16Z,2356
20190820T15Z,2266
20190820T14Z,2116
20190820T13Z,1920
20190820T12Z,1781
20190820T11Z,1742
20190820T10Z,1767
20190820T09Z,1835
20190820T08Z,1965
20190820T07Z,2147
20190820T06Z,2378
20190820T05Z,2636
20190820T04Z,2783
20190820T03Z,2831
20190820T02Z,2927
20190820T01Z,2966
20190820T00Z,2897
20190819T23Z,2829
20190819T22Z,2751
20190819T21Z,2677
20190819T20Z,2598
20190819T19Z,2521
20190819T18Z,2450
20190819T17Z,2388
20190819T16Z,2312
20190819T15Z,2216
20190819T14Z,2062
20190819T13Z,1876
20190819T12Z,1734
20190819T11Z,1684
20190819T10Z,1695
20190819T09Z,1743
20190819T08Z,1848
20190819T07Z,2002
20190819T06Z,2220
20190819T05Z,2427
20190819T04Z,2526
20190819T03Z,2557
20190819T02Z,2604
20190819T01Z,2590
20190819T00Z,2483
20190818T23Z,2391
20190818T22Z,2307
20190818T21Z,2250
20190818T20Z,2198
20190818T19Z,2146
20190818T18Z,2089
20190818T17Z,2009
20190818T16Z,1887
20190818T15Z,1761
20190818T14Z,1675
20190818T13Z,1641
20190818T12Z,1612
20190818T11Z,1618
20190818T10Z,1648
20190818T09Z,1700
20190818T08Z,1804
20190818T07Z,1968
20190818T06Z,2146
20190818T05Z,2311
20190818T04Z,2393
20190818T03Z,2446
20190818T02Z,2505
20190818T01Z,2517
20190818T00Z,2455
20190817T23Z,2387
20190817T22Z,2322
20190817T21Z,2284
20190817T20Z,2257
20190817T19Z,2228
20190817T18Z,2185
20190817T17Z,2113
20190817T16Z,1995
20190817T15Z,1851
20190817T14Z,1746
20190817T13Z,1694
20190817T12Z,1658
20190817T11Z,1660
20190817T10Z,1696
20190817T09Z,1751
20190817T08Z,1858
20190817T07Z,2030
20190817T06Z,2213
20190817T05Z,2403
20190817T04Z,2508
20190817T03Z,2567
20190817T02Z,2654
20190817T01Z,2713
20190817T00Z,2679
20190816T23Z,2639
20190816T22Z,2611
20190816T21Z,2581
20190816T20Z,2539
20190816T19Z,2505
20190816T18Z,2464
20190816T17Z,2407
20190816T16Z,2328
20190816T15Z,2209
20190816T14Z,2058
20190816T13Z,1905
20190816T12Z,1792
20190816T11Z,1763
20190816T10Z,1798
20190816T09Z,1875
20190816T08Z,2025
20190816T07Z,2185
20190816T06Z,2423
20190816T05Z,2680
20190816T04Z,2830
20190816T03Z,2897
20190816T02Z,2980
20190816T01Z,3053
20190816T00Z,3017
20190815T23Z,2969
20190815T22Z,2896
20190815T21Z,2819
20190815T20Z,2732
20190815T19Z,2651
20190815T18Z,2583
20190815T17Z,2503
20190815T16Z,2412
20190815T15Z,2291
20190815T14Z,2130
20190815T13Z,1966
20190815T12Z,1847
20190815T11Z,1823
20190815T10Z,1866
20190815T09Z,1958
20190815T08Z,2095
20190815T07Z,2313
20190815T06Z,2584
20190815T05Z,2866
20190815T04Z,3023
20190815T03Z,3119
20190815T02Z,3223
20190815T01Z,3291
20190815T00Z,3255
20190814T23Z,3188
20190814T22Z,3094
20190814T21Z,2998
20190814T20Z,2881
20190814T19Z,2772
20190814T18Z,2672
20190814T17Z,2569
20190814T16Z,2465
20190814T15Z,2343
20190814T14Z,2178
20190814T13Z,2008
20190814T12Z,1879
20190814T11Z,1850
20190814T10Z,1892
20190814T09Z,1992
20190814T08Z,2148
20190814T07Z,2316
20190814T06Z,2586
20190814T05Z,2859
20190814T04Z,3006
20190814T03Z,3089
20190814T02Z,3180
20190814T01Z,3210
20190814T00Z,3149
20190813T23Z,3067
20190813T22Z,2970
20190813T21Z,2875
20190813T20Z,2765
20190813T19Z,2662
20190813T18Z,2567
20190813T17Z,2472
20190813T16Z,2383
20190813T15Z,2278
20190813T14Z,2118
20190813T13Z,1937
20190813T12Z,1803
20190813T11Z,1768
20190813T10Z,1797
20190813T09Z,1881
20190813T08Z,1993
20190813T07Z,2185
20190813T06Z,2423
20190813T05Z,2689
20190813T04Z,2809
20190813T03Z,2874
20190813T02Z,2954
20190813T01Z,2974
20190813T00Z,2912
20190812T23Z,2847
20190812T22Z,2774
20190812T21Z,2706
20190812T20Z,2620
20190812T19Z,2535
20190812T18Z,2454
20190812T17Z,2384
20190812T16Z,2304
20190812T15Z,2194
20190812T14Z,2036
20190812T13Z,1862
20190812T12Z,1728
20190812T11Z,1679
20190812T10Z,1690
20190812T09Z,1748
20190812T08Z,1842
20190812T07Z,1960
20190812T06Z,2164
20190812T05Z,2357
20190812T04Z,2445
20190812T03Z,2472
20190812T02Z,2516
20190812T01Z,2479
20190812T00Z,2398
20190811T23Z,2332
20190811T22Z,2266
20190811T21Z,2217
20190811T20Z,2172
20190811T19Z,2131
20190811T18Z,2077
20190811T17Z,1996
20190811T16Z,1871
20190811T15Z,1735
20190811T14Z,1650
20190811T13Z,1637
20190811T12Z,1621
20190811T11Z,1635
20190811T10Z,1672
20190811T09Z,1731
20190811T08Z,1813
20190811T07Z,1958
20190811T06Z,2136
20190811T05Z,2292
20190811T04Z,2383
20190811T03Z,2440
20190811T02Z,2504
20190811T01Z,2532
20190811T00Z,2487
20190810T23Z,2431
20190810T22Z,2375
20190810T21Z,2343
20190810T20Z,2311
20190810T19Z,2275
20190810T18Z,2227
20190810T17Z,2147
20190810T16Z,2018
20190810T15Z,1866
20190810T14Z,1756
20190810T13Z,1722
20190810T12Z,1693
20190810T11Z,1703
20190810T10Z,1748
20190810T09Z,1818
20190810T08Z,1925
20190810T07Z,2092
20190810T06Z,2300
20190810T05Z,2472
20190810T04Z,2540
20190810T03Z,2589
20190810T02Z,2680
20190810T01Z,2687
20190810T00Z,2646
20190809T23Z,2601
20190809T22Z,2569
20190809T21Z,2543
20190809T20Z,2493
20190809T19Z,2449
20190809T18Z,2403
20190809T17Z,2348
20190809T16Z,2273
20190809T15Z,2167
20190809T14Z,2013
20190809T13Z,1859
20190809T12Z,1741
20190809T11Z,1709
20190809T10Z,1740
20190809T09Z,1795
20190809T08Z,1875
20190809T07Z,2097
20190809T06Z,2305
20190809T05Z,2538
20190809T04Z,2634
20190809T03Z,2686
20190809T02Z,2757
20190809T01Z,2783
20190809T00Z,2734
20190808T23Z,2694
20190808T22Z,2647
20190808T21Z,2612
20190808T20Z,2559
20190808T19Z,2506
20190808T18Z,2464
20190808T17Z,2404
20190808T16Z,2340
20190808T15Z,2250
20190808T14Z,2095
20190808T13Z,1925
20190808T12Z,1799
20190808T11Z,1770
20190808T10Z,1806
20190808T09Z,1862
20190808T08Z,1961
20190808T07Z,2259
20190808T06Z,2525
20190808T05Z,2798
20190808T04Z,2935
20190808T03Z,3037
20190808T02Z,3140
20190808T01Z,3169
20190808T00Z,3109
20190807T23Z,3029
20190807T22Z,2936
20190807T21Z,2846
20190807T20Z,2745
20190807T19Z,2658
20190807T18Z,2588
20190807T17Z,2506
20190807T16Z,2425
20190807T15Z,2316
20190807T14Z,2155
20190807T13Z,1998
20190807T12Z,1880
20190807T11Z,1854
20190807T10Z,1894
20190807T09Z,1995
20190807T08Z,2148
20190807T07Z,2408
20190807T06Z,2699
20190807T05Z,2999
20190807T04Z,3141
20190807T03Z,3274
20190807T02Z,3371
20190807T01Z,3399
20190807T00Z,3324
20190806T23Z,3232
20190806T22Z,3120
20190806T21Z,3008
20190806T20Z,2884
20190806T19Z,2774
20190806T18Z,2675
20190806T17Z,2578
20190806T16Z,2480
20190806T15Z,2366
20190806T14Z,2200
20190806T13Z,2050
20190806T12Z,1937
20190806T11Z,1918
20190806T10Z,1967
20190806T09Z,2070
20190806T08Z,2274
20190806T07Z,2546
20190806T06Z,2856
20190806T05Z,3194
20190806T04Z,3370
20190806T03Z,3516
20190806T02Z,3640
20190806T01Z,3688
20190806T00Z,3597
20190805T23Z,3499
20190805T22Z,3353
20190805T21Z,3208
20190805T20Z,3050
20190805T19Z,2903
20190805T18Z,2763
20190805T17Z,2638
20190805T16Z,2509
20190805T15Z,2355
20190805T14Z,2173
20190805T13Z,2032
20190805T12Z,1913
20190805T11Z,1879
20190805T10Z,1924
20190805T09Z,2047
20190805T08Z,2244
20190805T07Z,2406
20190805T06Z,2666
20190805T05Z,2944
20190805T04Z,3070
20190805T03Z,3190
20190805T02Z,3274
20190805T01Z,3272
20190805T00Z,3162
20190804T23Z,3031
20190804T22Z,2869
20190804T21Z,2719
20190804T20Z,2579
20190804T19Z,2462
20190804T18Z,2342
20190804T17Z,2203
20190804T16Z,2032
20190804T15Z,1835
20190804T14Z,1724
20190804T13Z,1716
20190804T12Z,1722
20190804T11Z,1752
20190804T10Z,1806
20190804T09Z,1899
20190804T08Z,2084
20190804T07Z,2279
20190804T06Z,2495
20190804T05Z,2701
20190804T04Z,2802
20190804T03Z,2931
20190804T02Z,3034
20190804T01Z,3058
20190804T00Z,2995
20190803T23Z,2901
20190803T22Z,2769
20190803T21Z,2659
20190803T20Z,2549
20190803T19Z,2449
20190803T18Z,2347
20190803T17Z,2213
20190803T16Z,2042
20190803T15Z,1851
20190803T14Z,1725
20190803T13Z,1710
20190803T12Z,1694
20190803T11Z,1709
20190803T10Z,1761
20190803T09Z,1856
20190803T08Z,1997
20190803T07Z,2254
20190803T06Z,2483
20190803T05Z,2702
20190803T04Z,2798
20190803T03Z,2933
20190803T02Z,3080
20190803T01Z,3118
20190803T00Z,3099
20190802T23Z,3063
20190802T22Z,3006
20190802T21Z,2945
20190802T20Z,2859
20190802T19Z,2777
20190802T18Z,2679
20190802T17Z,2565
20190802T16Z,2439
20190802T15Z,2283
20190802T14Z,2108
20190802T13Z,1971
20190802T12Z,1866
20190802T11Z,1849
20190802T10Z,1893
20190802T09Z,1989
20190802T08Z,2151
20190802T07Z,2369
20190802T06Z,2623
20190802T05Z,2873
20190802T04Z,2973
20190802T03Z,3081
20190802T02Z,3184
20190802T01Z,3233
20190802T00Z,3179
20190801T23Z,3117
20190801T22Z,3013
20190801T21Z,2915
20190801T20Z,2803
20190801T19Z,2700
20190801T18Z,2606
20190801T17Z,2510
20190801T16Z,2408
20190801T15Z,2284
20190801T14Z,2111
20190801T13Z,1951
20190801T12Z,1834
20190801T11Z,1808
20190801T10Z,1874
20190801T09Z,1963
20190801T08Z,2136
20190801T07Z,2278
20190801T06Z,2546
20190801T05Z,2791
20190801T04Z,2896
20190801T03Z,3004
20190801T02Z,3078
20190801T01Z,3092
20190801T00Z,3014
20190731T23Z,2920
20190731T22Z,2830
20190731T21Z,2746
20190731T20Z,2649
20190731T19Z,2570
20190731T18Z,2497
20190731T17Z,2423
20190731T16Z,2359
20190731T15Z,2269
20190731T14Z,2106
20190731T13Z,1919
20190731T12Z,1779
20190731T11Z,1739
20190731T10Z,1766
20190731T09Z,1841
20190731T08Z,1967
20190731T07Z,2155
20190731T06Z,2408
20190731T05Z,2641
20190731T04Z,2740
20190731T03Z,2832
20190731T02Z,2903
20190731T01Z,2900
20190731T00Z,2834
20190730T23Z,2768
20190730T22Z,2703
20190730T21Z,2642
20190730T20Z,2566
20190730T19Z,2510
20190730T18Z,2466
20190730T17Z,2408
20190730T16Z,2354
20190730T15Z,2272
20190730T14Z,2110
20190730T13Z,1929
20190730T12Z,1795
20190730T11Z,1758
20190730T10Z,1786
20190730T09Z,1873
20190730T08Z,2001
20190730T07Z,2177
20190730T06Z,2440
20190730T05Z,2696
20190730T04Z,2817
20190730T03Z,2938
20190730T02Z,3015
20190730T01Z,3050
20190730T00Z,2993
20190729T23Z,2922
20190729T22Z,2849
20190729T21Z,2767
20190729T20Z,2680
20190729T19Z,2599
20190729T18Z,2521
20190729T17Z,2437
20190729T16Z,2344
20190729T15Z,2233
20190729T14Z,2060
20190729T13Z,1914
20190729T12Z,1784
20190729T11Z,1737
20190729T10Z,1757
20190729T09Z,1826
20190729T08Z,1989
20190729T07Z,2164
20190729T06Z,2420
20190729T05Z,2648
20190729T04Z,2740
20190729T03Z,2831
20190729T02Z,2875
20190729T01Z,2848
20190729T00Z,2744
20190728T23Z,2633
20190728T22Z,2526
20190728T21Z,2435
20190728T20Z,2347
20190728T19Z,2261
20190728T18Z,2175
20190728T17Z,2070
20190728T16Z,1931
20190728T15Z,1784
20190728T14Z,1679
20190728T13Z,1648
20190728T12Z,1642
20190728T11Z,1652
20190728T10Z,1703
20190728T09Z,1771
20190728T08Z,1907
20190728T07Z,2120
